score,id,format,season,season_year,episodes,genres,source,tags,studios
6,896,MOVIE,SUMMER,1990,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""ALIENS"", ""MARTIAL ARTS"", ""MALE PROTAGONIST""]","[""TOEI ANIMATION""]"
7,897,MOVIE,SPRING,1991,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""MARTIAL ARTS"", ""ALIENS"", ""MALE PROTAGONIST"", ""HENSHIN""]","[""TOEI ANIMATION""]"
7,898,MOVIE,SUMMER,1991,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""MARTIAL ARTS"", ""SHOUNEN"", ""SUPER POWER"", ""ALIENS"", ""MALE PROTAGONIST"", ""HENSHIN""]","[""TOEI ANIMATION""]"
6,899,MOVIE,SPRING,1992,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""MARTIAL ARTS"", ""SUPER POWER"", ""SHOUNEN"", ""ALIENS"", ""HENSHIN"", ""MALE PROTAGONIST"", ""CYBORG"", ""ROBOTS""]","[""TOEI ANIMATION""]"
6,900,MOVIE,SUMMER,1992,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""ROBOTS"", ""SUPER POWER"", ""MALE PROTAGONIST"", ""MARTIAL ARTS"", ""HENSHIN"", ""ALIENS""]","[""TOEI ANIMATION""]"
8,901,MOVIE,WINTER,1993,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""MARTIAL ARTS"", ""ALIENS"", ""MALE PROTAGONIST"", ""HENSHIN""]","[""TOEI ANIMATION""]"
6,902,MOVIE,SUMMER,1993,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SUPER POWER"", ""MARTIAL ARTS"", ""SHOUNEN"", ""ALIENS"", ""MALE PROTAGONIST"", ""HENSHIN"", ""GODS""]","[""TOEI ANIMATION""]"
5,903,MOVIE,SPRING,1994,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SUPER POWER"", ""SHOUNEN"", ""ALIENS"", ""MARTIAL ARTS"", ""DEMONS"", ""HENSHIN"", ""MALE PROTAGONIST""]","[""TOEI ANIMATION""]"
5,904,MOVIE,SUMMER,1994,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""ALIENS"", ""MALE PROTAGONIST"", ""MARTIAL ARTS"", ""HENSHIN""]","[""TOEI ANIMATION""]"
8,905,MOVIE,SPRING,1995,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""DEMONS"", ""MALE PROTAGONIST"", ""MARTIAL ARTS"", ""HENSHIN"", ""ALIENS""]","[""TOEI ANIMATION""]"
6,906,MOVIE,SUMMER,1995,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""MARTIAL ARTS"", ""SHOUNEN"", ""DEMONS"", ""SUPER POWER"", ""ALIENS"", ""MALE PROTAGONIST"", ""HENSHIN"", ""SUPERHERO""]","[""TOEI ANIMATION""]"
6,936,MOVIE,SUMMER,2005,1,"[""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""FANTASY"", ""SUPERNATURAL""]",MANGA,"[""NINJA"", ""SHOUNEN"", ""SUPER POWER"", ""PRIMARILY CHILD CAST"", ""MALE PROTAGONIST"", ""LOST CIVILIZATION"", ""ORPHAN"", ""MARTIAL ARTS"", ""HISTORICAL"", ""TRAVEL""]","[""STUDIO PIERROT""]"
7,967,TV,FALL,1984,109,"[""ACTION"", ""DRAMA"", ""SCI-FI""]",MANGA,"[""MARTIAL ARTS"", ""POST-APOCALYPTIC"", ""TRAGEDY"", ""PRIMARILY ADULT CAST"", ""SUPER POWER"", ""MALE PROTAGONIST"", ""SHOUNEN"", ""GANGS"", ""CULTIVATION"", ""HENSHIN"", ""GORE"", ""REVENGE"", ""ASTRONOMY"", ""MOTORCYCLES"", ""TORTURE"", ""LGBTQ+ THEMES"", ""BAR"", ""CANNIBALISM"", ""ARCHERY"", ""NUDITY""]","[""TOEI ANIMATION""]"
6,984,OVA,SUMMER,1993,2,"[""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""MALE PROTAGONIST"", ""MARTIAL ARTS"", ""SUPER POWER"", ""HENSHIN""]","[""TOEI ANIMATION""]"
7,985,SPECIAL,WINTER,1993,1,"[""ACTION"", ""ADVENTURE"", ""DRAMA""]",MANGA,"[""ROBOTS"", ""SHOUNEN"", ""TIME MANIPULATION"", ""REVENGE"", ""POST-APOCALYPTIC"", ""DYSTOPIAN"", ""MALE PROTAGONIST"", ""TRAGEDY"", ""HENSHIN"", ""URBAN"", ""SUPER POWER""]","[""TOEI ANIMATION""]"
8,986,SPECIAL,FALL,1990,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""TRAGEDY"", ""ALIENS"", ""ANTI-HERO"", ""SUPER POWER"", ""SPACE"", ""MALE PROTAGONIST""]","[""TOEI ANIMATION""]"
4,987,SPECIAL,SPRING,1997,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""MALE PROTAGONIST"", ""MARTIAL ARTS""]","[""TOEI ANIMATION""]"
4,1138,TV,SUMMER,1999,52,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",VIDEO_GAME,"[""ROBOTS"", ""SCHOOL"", ""LOST CIVILIZATION"", ""ALIENS"", ""MALE PROTAGONIST"", ""MEMORY MANIPULATION"", ""EPISODIC""]","[""BEE TRAIN""]"
8,1210,TV,SUMMER,2006,24,"[""COMEDY"", ""DRAMA"", ""PSYCHOLOGICAL"", ""ROMANCE"", ""SLICE OF LIFE""]",LIGHT_NOVEL,"[""HIKIKOMORI"", ""REHABILITATION"", ""MALE PROTAGONIST"", ""OTAKU CULTURE"", ""CONSPIRACY"", ""PHILOSOPHY"", ""SATIRE"", ""SUICIDE"", ""PRIMARILY ADULT CAST"", ""DENPA"", ""COMING OF AGE"", ""TRAGEDY"", ""VIDEO GAMES"", ""SOFTWARE DEVELOPMENT"", ""AGE GAP"", ""HETEROSEXUAL"", ""BULLYING"", ""NUDITY"", ""YANDERE"", ""KUUDERE""]","[""GONZO""]"
7,1356,TV,SPRING,1987,43,"[""ACTION"", ""DRAMA""]",MANGA,"[""MARTIAL ARTS"", ""POST-APOCALYPTIC"", ""SUPER POWER"", ""SHOUNEN"", ""BODY HORROR"", ""FOREIGN"", ""GORE"", ""MEMORY MANIPULATION"", ""PRIMARILY ADULT CAST"", ""PRIMARILY MALE CAST"", ""TRAGEDY"", ""MALE PROTAGONIST"", ""TIME SKIP"", ""TWINS"", ""PIRATES"", ""ARCHERY"", ""ASSASSINS"", ""ASTRONOMY"", ""SUICIDE""]","[""TOEI ANIMATION""]"
6,1357,OVA,SUMMER,2003,3,"[""ACTION"", ""SCI-FI""]",OTHER,"[""MARTIAL ARTS"", ""MALE PROTAGONIST"", ""SHOUNEN""]","[""A.C.G.T.""]"
7,1519,TV,FALL,2006,12,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""THRILLER""]",MANGA,"[""CRIME"", ""ANTI-HERO"", ""GUNS"", ""GANGS"", ""SEINEN"", ""PRIMARILY ADULT CAST"", ""MAFIA"", ""FEMALE PROTAGONIST"", ""PIRATES"", ""FOREIGN"", ""SHIPS"", ""ASSASSINS"", ""NOIR"", ""SUICIDE"", ""YAKUZA"", ""TRIADS"", ""MALE PROTAGONIST"", ""TWINS"", ""LANGUAGE BARRIER"", ""DELINQUENTS"", ""NUDITY""]","[""MADHOUSE""]"
6,1535,TV,FALL,2006,37,"[""MYSTERY"", ""PSYCHOLOGICAL"", ""SUPERNATURAL"", ""THRILLER""]",MANGA,"[""CRIME"", ""DETECTIVE"", ""ANTI-HERO"", ""MALE PROTAGONIST"", ""POLICE"", ""PHILOSOPHY"", ""TRAGEDY"", ""PRIMARILY ADULT CAST"", ""GODS"", ""URBAN FANTASY"", ""PRIMARILY MALE CAST"", ""URBAN"", ""ESPIONAGE"", ""AMNESIA"", ""REVENGE"", ""SHOUNEN"", ""ACTING"", ""SUICIDE"", ""TIME SKIP"", ""TRAINS""]","[""MADHOUSE""]"
9,1575,TV,FALL,2006,25,"[""ACTION"", ""DRAMA"", ""MECHA"", ""SCI-FI"", ""THRILLER""]",ORIGINAL,"[""ANTI-HERO"", ""WAR"", ""MILITARY"", ""REVENGE"", ""POLITICS"", ""SUPER POWER"", ""REAL ROBOT"", ""MALE PROTAGONIST"", ""TERRORISM"", ""TRAGEDY"", ""DYSTOPIAN"", ""SUPER ROBOT"", ""PRIMARILY TEEN CAST"", ""MEMORY MANIPULATION"", ""ENSEMBLE CAST"", ""FOREIGN"", ""AMNESIA"", ""NUDITY"", ""DISABILITY"", ""LOVE TRIANGLE"", ""KUUDERE"", ""SCHOOL CLUB"", ""GORE"", ""URBAN FANTASY"", ""FEMALE HAREM"", ""TANNED SKIN"", ""AGE GAP"", ""CGI"", ""SWORDPLAY"", ""MASTURBATION""]","[""SUNRISE""]"
7,1689,MOVIE,WINTER,2007,3,"[""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",ORIGINAL,"[""COMING OF AGE"", ""HETEROSEXUAL"", ""TIME SKIP"", ""TRAGEDY"", ""TRAVEL"", ""TRAINS"", ""MALE PROTAGONIST"", ""LOVE TRIANGLE"", ""SCHOOL"", ""SURFING"", ""MOPEDS"", ""ARCHERY""]","[""COMIX WAVE""]"
7,1818,TV,SPRING,2007,26,"[""ACTION"", ""ADVENTURE"", ""FANTASY"", ""HORROR""]",MANGA,"[""SWORDPLAY"", ""REVENGE"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""TRAGEDY"", ""GORE"", ""DEMONS"", ""TOMBOY"", ""PRIMARILY ADULT CAST"", ""SUPER POWER"", ""BODY HORROR"", ""SHOUNEN"", ""KUUDERE"", ""ORPHAN""]","[""MADHOUSE""]"
5,1887,TV,SPRING,2007,24,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""CUTE GIRLS DOING CUTE THINGS"", ""ENSEMBLE CAST"", ""PRIMARILY FEMALE CAST"", ""PARODY"", ""SCHOOL"", ""META"", ""OTAKU CULTURE"", ""SHOUNEN"", ""EPISODIC"", ""PRIMARILY TEEN CAST"", ""TWINS"", ""VIDEO GAMES"", ""KUUDERE"", ""TSUNDERE"", ""OJOU-SAMA"", ""SHRINE MAIDEN""]","[""KYOTO ANIMATION""]"
8,2001,TV,SPRING,2007,27,"[""ACTION"", ""COMEDY"", ""DRAMA"", ""MECHA"", ""ROMANCE"", ""SCI-FI""]",ORIGINAL,"[""SUPER ROBOT"", ""COMING OF AGE"", ""MALE PROTAGONIST"", ""POST-APOCALYPTIC"", ""TRAGEDY"", ""SPACE OPERA"", ""PHILOSOPHY"", ""COSMIC HORROR"", ""SPACE"", ""TIME SKIP"", ""ALIENS"", ""POLITICS"", ""HETEROSEXUAL"", ""HENSHIN"", ""MILITARY"", ""ALTERNATE UNIVERSE"", ""GUNS"", ""ANIMALS"", ""TRAVEL"", ""OUTDOOR"", ""NUDITY"", ""LOVE TRIANGLE"", ""WAR"", ""SWORDPLAY""]","[""GAINAX""]"
7,2107,MOVIE,SPRING,2007,1,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",MANGA,"[""PIRATES"", ""SUPER POWER"", ""SHIPS"", ""CONSPIRACY"", ""SWORDPLAY"", ""ASSASSINS"", ""GUNS"", ""ANIMALS"", ""MARTIAL ARTS"", ""SHOUNEN"", ""FISHING"", ""KUUDERE"", ""MALE PROTAGONIST""]","[""TOEI ANIMATION""]"
7,2144,MOVIE,SUMMER,2006,1,"[""ACTION"", ""ADVENTURE""]",MANGA,"[""NINJA"", ""PRIMARILY CHILD CAST"", ""SHOUNEN"", ""SUPER POWER"", ""MALE PROTAGONIST"", ""PRIMARILY MALE CAST"", ""CIRCUS"", ""ARCHERY"", ""ANIMALS"", ""KUUDERE"", ""ORPHAN"", ""ANACHRONISM""]","[""STUDIO PIERROT""]"
8,2251,TV,SUMMER,2007,13,"[""ACTION"", ""MYSTERY"", ""SUPERNATURAL""]",LIGHT_NOVEL,"[""MAFIA"", ""ENSEMBLE CAST"", ""CRIME"", ""ACHRONOLOGICAL ORDER"", ""HISTORICAL"", ""TRAINS"", ""FOREIGN"", ""URBAN FANTASY"", ""PRIMARILY ADULT CAST"", ""NOIR"", ""GUNS"", ""GORE"", ""URBAN"", ""DEMONS"", ""META"", ""SURREAL COMEDY"", ""TRAVEL"", ""ALCHEMY"", ""DISABILITY""]","[""BRAIN'S BASE""]"
6,2520,SPECIAL,WINTER,1988,2,"[""ACTION"", ""ADVENTURE""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""EDUCATIONAL"", ""FIREFIGHTERS""]","[""TOEI ANIMATION""]"
7,2890,MOVIE,SUMMER,2008,1,"[""ADVENTURE"", ""FANTASY""]",ORIGINAL,"[""PRIMARILY CHILD CAST"", ""KIDS"", ""ENVIRONMENTAL"", ""RURAL"", ""MAGIC"", ""SHIPS"", ""FEMALE PROTAGONIST"", ""GODS"", ""CHIBI"", ""MERMAID""]","[""STUDIO GHIBLI""]"
8,2904,TV,SPRING,2008,25,"[""ACTION"", ""DRAMA"", ""MECHA"", ""SCI-FI"", ""THRILLER""]",ORIGINAL,"[""ANTI-HERO"", ""MILITARY"", ""WAR"", ""POLITICS"", ""SUPER POWER"", ""REVENGE"", ""TRAGEDY"", ""TERRORISM"", ""PHILOSOPHY"", ""MALE PROTAGONIST"", ""DYSTOPIAN"", ""SUPER ROBOT"", ""MEMORY MANIPULATION"", ""ENSEMBLE CAST"", ""AMNESIA"", ""SCHOOL"", ""REAL ROBOT"", ""URBAN FANTASY"", ""FUGITIVE"", ""FEMALE HAREM"", ""TIME SKIP"", ""ASSASSINS"", ""NUDITY"", ""YANDERE"", ""KUUDERE"", ""TSUNDERE"", ""FOREIGN"", ""SWORDPLAY""]","[""SUNRISE""]"
9,2966,TV,WINTER,2008,13,"[""ADVENTURE"", ""FANTASY"", ""ROMANCE""]",LIGHT_NOVEL,"[""ECONOMICS"", ""MALE PROTAGONIST"", ""WORK"", ""PRIMARILY ADULT CAST"", ""HISTORICAL"", ""KEMONOMIMI"", ""MONSTER GIRL"", ""HETEROSEXUAL"", ""FEMALE PROTAGONIST"", ""POLITICS"", ""RURAL"", ""FOREIGN"", ""TRAVEL"", ""GODS"", ""AGRICULTURE"", ""NUDITY""]","[""IMAGIN""]"
1,3287,OVA,WINTER,2004,1,"[""ACTION"", ""MECHA"", ""SCI-FI""]",VISUAL_NOVEL,"[""CGI"", ""ALIENS"", ""PRIMARILY FEMALE CAST"", ""PHILOSOPHY"", ""COSMIC HORROR"", ""SURREAL COMEDY"", ""FEMALE PROTAGONIST"", ""COMING OF AGE"", ""TIME SKIP""]","[""IDEA FACTORY""]"
7,3588,TV,SPRING,2008,51,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY""]",MANGA,"[""SHOUNEN"", ""ENSEMBLE CAST"", ""MAGIC"", ""SCHOOL"", ""FEMALE PROTAGONIST"", ""WITCH"", ""SWORDPLAY"", ""URBAN FANTASY"", ""HENSHIN"", ""GODS"", ""MALE PROTAGONIST"", ""PHILOSOPHY"", ""FOREIGN"", ""GUNS"", ""URBAN"", ""AGENDER"", ""TWINS"", ""CULTIVATION"", ""ASSASSINS"", ""NEKOMIMI"", ""NUDITY"", ""MARTIAL ARTS"", ""TANNED SKIN""]","[""BONES""]"
8,3848,MOVIE,SPRING,2008,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY""]",MANGA,"[""PIRATES"", ""SHOUNEN"", ""SUPER POWER"", ""SHAPESHIFTING"", ""MEDICINE"", ""ENVIRONMENTAL"", ""ENSEMBLE CAST"", ""KUUDERE"", ""SHIPS""]","[""TOEI ANIMATION""]"
7,3901,SPECIAL,WINTER,2008,3,"[""ACTION"", ""COMEDY"", ""MYSTERY"", ""SUPERNATURAL""]",LIGHT_NOVEL,"[""MAFIA"", ""ENSEMBLE CAST"", ""HISTORICAL"", ""PRIMARILY ADULT CAST"", ""CRIME"", ""ANTI-HERO"", ""URBAN FANTASY"", ""FOREIGN"", ""GORE"", ""PRIMARILY MALE CAST"", ""META"", ""OUTDOOR"", ""KUUDERE"", ""DEMONS""]","[""BRAIN'S BASE""]"
8,4037,SPECIAL,SUMMER,1998,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""SCI-FI""]",ORIGINAL,"[""SPACE"", ""PHILOSOPHY"", ""ENSEMBLE CAST"", ""PRIMARILY ADULT CAST"", ""META"", ""CYBORG""]","[""SUNRISE""]"
7,4106,MOVIE,SPRING,2010,1,"[""ACTION"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""MALE PROTAGONIST"", ""FUGITIVE"", ""REVENGE"", ""PRIMARILY ADULT CAST"", ""GUNS"", ""CRIME""]","[""MADHOUSE""]"
8,4155,MOVIE,FALL,2009,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""FANTASY""]",MANGA,"[""PIRATES"", ""SHOUNEN"", ""SUPER POWER"", ""PRIMARILY ADULT CAST"", ""PRIMARILY MALE CAST"", ""SHIPS"", ""SKELETON"", ""KUUDERE""]","[""TOEI ANIMATION""]"
8,4224,TV,FALL,2008,25,"[""COMEDY"", ""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",LIGHT_NOVEL,"[""COMING OF AGE"", ""LOVE TRIANGLE"", ""HETEROSEXUAL"", ""TSUNDERE"", ""SCHOOL"", ""PRIMARILY TEEN CAST"", ""MALE PROTAGONIST"", ""FEMALE PROTAGONIST"", ""SLAPSTICK""]","[""J.C. STAFF""]"
6,4382,TV,SPRING,2009,28,"[""COMEDY"", ""MYSTERY"", ""SCI-FI"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",LIGHT_NOVEL,"[""URBAN FANTASY"", ""GODS"", ""ALIENS"", ""TIME MANIPULATION"", ""SCHOOL"", ""FEMALE PROTAGONIST"", ""PRIMARILY TEEN CAST"", ""SCHOOL CLUB"", ""MALE PROTAGONIST"", ""PARODY"", ""MEMORY MANIPULATION"", ""TSUNDERE"", ""KUUDERE"", ""PHILOSOPHY"", ""MAGIC"", ""META"", ""MAIDS""]","[""KYOTO ANIMATION""]"
1,4531,OVA,FALL,1991,1,"[""ACTION"", ""DRAMA"", ""HORROR"", ""ROMANCE"", ""SUPERNATURAL""]",MANGA,"[""DEMONS"", ""SUPER POWER"", ""SHOUJO"", ""NUDITY"", ""GORE"", ""SCHOOL"", ""BODY HORROR""]","[""AGENT 21"", ""E&G FILMS""]"
8,4548,TV,FALL,2008,12,"[""ACTION"", ""COMEDY"", ""SUPERNATURAL""]",MANGA,"[""SHOUNEN"", ""URBAN FANTASY"", ""YOUKAI"", ""NEKOMIMI"", ""KEMONOMIMI"", ""SUPER POWER""]","[""NOMAD""]"
4,4725,TV,FALL,2008,12,"[""ACTION"", ""SUPERNATURAL"", ""THRILLER""]",MANGA,"[""FEMALE PROTAGONIST"", ""TRAGEDY"", ""URBAN FANTASY"", ""SUPER POWER"", ""GORE"", ""SWORDPLAY"", ""WORK"", ""NUDITY"", ""ACHRONOLOGICAL ORDER"", ""SHOUNEN""]","[""AIC SPIRITS"", ""ASREAD""]"
7,4901,OVA,SUMMER,2010,5,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""THRILLER""]",MANGA,"[""GUNS"", ""SEINEN"", ""PRIMARILY ADULT CAST"", ""CRIME"", ""NOIR"", ""GORE"", ""REVENGE"", ""ANTI-HERO"", ""MILITARY"", ""MAIDS"", ""MAFIA"", ""NUDITY"", ""FOREIGN"", ""MALE PROTAGONIST"", ""POLITICS"", ""FEMALE PROTAGONIST"", ""PIRATES"", ""GANGS"", ""TRIADS"", ""RAPE""]","[""MADHOUSE""]"
8,5081,TV,SUMMER,2009,15,"[""COMEDY"", ""DRAMA"", ""MYSTERY"", ""PSYCHOLOGICAL"", ""ROMANCE"", ""SUPERNATURAL""]",LIGHT_NOVEL,"[""ENSEMBLE CAST"", ""URBAN FANTASY"", ""YOUKAI"", ""DENPA"", ""MALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""PHILOSOPHY"", ""VAMPIRE"", ""COMING OF AGE"", ""META"", ""SATIRE"", ""HETEROSEXUAL"", ""PRIMARILY TEEN CAST"", ""LOVE TRIANGLE"", ""FEMALE HAREM"", ""NUDITY"", ""YANDERE"", ""NEKOMIMI"", ""TOMBOY"", ""KUUDERE"", ""CGI"", ""AMNESIA"", ""TRAINS""]","[""SHAFT""]"
9,5114,TV,SPRING,2009,64,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY""]",MANGA,"[""CONSPIRACY"", ""MILITARY"", ""TRAGEDY"", ""WAR"", ""SHOUNEN"", ""ALCHEMY"", ""POLITICS"", ""NECROMANCY"", ""MALE PROTAGONIST"", ""PHILOSOPHY"", ""ENSEMBLE CAST"", ""COMING OF AGE"", ""GODS"", ""FUGITIVE"", ""RELIGION"", ""FOREIGN"", ""SUPER POWER"", ""TRAINS"", ""CYBORG"", ""LOST CIVILIZATION"", ""ANACHRONISM"", ""DISSOCIATIVE IDENTITIES"", ""REVENGE"", ""STEAMPUNK"", ""DISABILITY"", ""CHIMERA"", ""PRIMARILY MALE CAST"", ""ANTI-HERO"", ""GORE"", ""KUUDERE"", ""DEMONS"", ""BODY HORROR"", ""CHIBI"", ""SLAPSTICK"", ""TRAVEL"", ""GUNS"", ""ADOPTION"", ""SWORDPLAY"", ""TOMBOY"", ""CANNIBALISM"", ""TANNED SKIN"", ""TSUNDERE"", ""VORE"", ""HETEROSEXUAL"", ""CROSSDRESSING""]","[""BONES""]"
6,5152,SPECIAL,FALL,2008,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY""]",MANGA,"[""SHOUNEN"", ""MARTIAL ARTS"", ""SUPER POWER"", ""MALE PROTAGONIST"", ""HENSHIN""]","[""TOEI ANIMATION""]"
7,5252,OVA,FALL,2008,1,"[""ACTION"", ""COMEDY"", ""FANTASY""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""MALE PROTAGONIST"", ""PIRATES"", ""KUUDERE""]","[""TOEI ANIMATION""]"
8,5341,TV,SUMMER,2009,12,"[""ADVENTURE"", ""FANTASY"", ""ROMANCE""]",LIGHT_NOVEL,"[""ECONOMICS"", ""HISTORICAL"", ""KEMONOMIMI"", ""PRIMARILY ADULT CAST"", ""RURAL"", ""POLITICS"", ""FOREIGN"", ""FEMALE PROTAGONIST"", ""HETEROSEXUAL"", ""MALE PROTAGONIST"", ""GODS"", ""MONSTER GIRL"", ""NUDITY""]","[""BRAIN'S BASE"", ""MARVY JACK""]"
7,5630,TV,SPRING,2009,11,"[""DRAMA"", ""MYSTERY"", ""PSYCHOLOGICAL"", ""ROMANCE"", ""SCI-FI"", ""THRILLER""]",ORIGINAL,"[""AMNESIA"", ""URBAN"", ""PRIMARILY ADULT CAST"", ""TERRORISM"", ""DEATH GAME"", ""BATTLE ROYALE"", ""ARTIFICIAL INTELLIGENCE"", ""MALE PROTAGONIST"", ""MEMORY MANIPULATION"", ""CONSPIRACY"", ""SOFTWARE DEVELOPMENT"", ""CRIME"", ""HIKIKOMORI"", ""NUDITY"", ""POLITICS"", ""POLICE"", ""HETEROSEXUAL"", ""CUTE GIRLS DOING CUTE THINGS"", ""COLLEGE""]","[""PRODUCTION I.G""]"
10,5680,TV,SPRING,2009,13,"[""COMEDY"", ""MUSIC"", ""SLICE OF LIFE""]",MANGA,"[""SCHOOL CLUB"", ""CUTE GIRLS DOING CUTE THINGS"", ""BAND"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""SCHOOL"", ""IYASHIKEI"", ""FOOD"", ""COMING OF AGE"", ""PRIMARILY TEEN CAST"", ""SEINEN"", ""ENSEMBLE CAST"", ""TOMBOY""]","[""KYOTO ANIMATION""]"
7,5681,MOVIE,SUMMER,2009,1,"[""ACTION"", ""COMEDY"", ""DRAMA"", ""ROMANCE"", ""SCI-FI""]",ORIGINAL,"[""FAMILY LIFE"", ""VIRTUAL WORLD"", ""ARTIFICIAL INTELLIGENCE"", ""ENSEMBLE CAST"", ""RURAL"", ""MALE PROTAGONIST"", ""CGI"", ""COMING OF AGE"", ""TANNED SKIN"", ""ROBOTS"", ""HETEROSEXUAL"", ""TERRORISM"", ""REVENGE"", ""WORK"", ""ALTERNATE UNIVERSE"", ""WAR"", ""BASEBALL"", ""KEMONOMIMI"", ""MILITARY"", ""CARD BATTLE""]","[""MADHOUSE""]"
7,6007,OVA,SPRING,2009,1,"[""ADVENTURE"", ""FANTASY"", ""ROMANCE""]",LIGHT_NOVEL,"[""KEMONOMIMI"", ""FOREIGN"", ""HETEROSEXUAL"", ""ECONOMICS"", ""RURAL"", ""NUDITY"", ""GODS"", ""POLITICS"", ""LOVE TRIANGLE"", ""TRAVEL""]","[""BRAIN'S BASE"", ""MARVY JACK""]"
7,6114,TV,SPRING,2010,26,"[""DRAMA"", ""THRILLER""]",MANGA,"[""ENSEMBLE CAST"", ""SEINEN"", ""TRAGEDY"", ""COMING OF AGE"", ""DELINQUENTS"", ""PRIMARILY MALE CAST"", ""SURVIVAL"", ""HISTORICAL"", ""CRIME"", ""REHABILITATION"", ""BOXING"", ""RAPE"", ""REVENGE"", ""TORTURE"", ""TIME SKIP"", ""BAR"", ""PHILOSOPHY"", ""SLAVERY"", ""DRUGS"", ""SCHOOL"", ""SUICIDE"", ""LANGUAGE BARRIER"", ""GANGS"", ""YAKUZA"", ""FOUND FAMILY""]","[""MADHOUSE""]"
6,6372,MOVIE,FALL,2009,1,"[""ACTION"", ""COMEDY"", ""DRAMA"", ""MYSTERY"", ""ROMANCE"", ""SLICE OF LIFE""]",ORIGINAL,"[""MEMORY MANIPULATION"", ""CONSPIRACY"", ""AMNESIA"", ""PRIMARILY ADULT CAST"", ""URBAN"", ""BATTLE ROYALE"", ""POLICE"", ""FOREIGN"", ""TERRORISM"", ""ARTIFICIAL INTELLIGENCE"", ""CRIME"", ""HETEROSEXUAL"", ""POLITICS""]","[""PRODUCTION I.G""]"
8,6421,OVA,SUMMER,2009,4,"[""ADVENTURE"", ""DRAMA"", ""FANTASY""]",MANGA,"[""MAGIC"", ""MILITARY"", ""SHOUNEN"", ""TRAGEDY"", ""PHILOSOPHY"", ""STEAMPUNK"", ""KUUDERE"", ""WAR"", ""TOMBOY"", ""MALE PROTAGONIST"", ""GUNS"", ""ADOPTION"", ""CYBORG""]","[""BONES""]"
