score,id,format,season,season_year,episodes,genres,source,tags,studios
8,101302,MOVIE,FALL,2018,1,"[""ACTION"", ""ADVENTURE""]",MANGA,"[""PRIMARILY MALE CAST"", ""SUPER POWER"", ""SHOUNEN"", ""ALIENS"", ""MALE PROTAGONIST"", ""MARTIAL ARTS"", ""HENSHIN"", ""PRIMARILY ADULT CAST"", ""CULTIVATION"", ""GODS"", ""CGI""]","[""TOEI ANIMATION""]"
10,101338,TV,WINTER,2019,13,"[""ACTION"", ""COMEDY"", ""PSYCHOLOGICAL"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",MANGA,"[""SUPER POWER"", ""COMING OF AGE"", ""URBAN FANTASY"", ""MALE PROTAGONIST"", ""SHOUNEN"", ""PHILOSOPHY"", ""TERRORISM"", ""SATIRE"", ""PRIMARILY CHILD CAST"", ""GHOST"", ""TRAGEDY"", ""PRIMARILY MALE CAST"", ""URBAN"", ""PRIMARILY TEEN CAST"", ""SCHOOL"", ""SCHOOL CLUB"", ""BULLYING"", ""ATHLETICS""]","[""BONES""]"
8,101343,MOVIE,WINTER,2019,1,"[""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""MYSTERY"", ""SCI-FI""]",MANGA,"[""ROBOTS"", ""PRIMARILY CHILD CAST"", ""LOST CIVILIZATION"", ""FEMALE PROTAGONIST"", ""SEINEN"", ""AMNESIA"", ""MONSTER GIRL"", ""MALE PROTAGONIST"", ""SURVIVAL"", ""CHIBI"", ""ENVIRONMENTAL"", ""STEAMPUNK"", ""SKELETON"", ""TRAVEL""]","[""KINEMA CITRUS""]"
9,101344,MOVIE,WINTER,2019,1,"[""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""MYSTERY"", ""SCI-FI""]",MANGA,"[""SURVIVAL"", ""SEINEN"", ""TRAGEDY"", ""GORE"", ""CHIBI"", ""BODY HORROR"", ""ENVIRONMENTAL"", ""FEMALE PROTAGONIST"", ""PRIMARILY CHILD CAST"", ""MONSTER GIRL"", ""ROBOTS"", ""MALE PROTAGONIST"", ""TRAVEL""]","[""KINEMA CITRUS""]"
8,101347,TV,WINTER,2019,24,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""SUPERNATURAL""]",MANGA,"[""DEMONS"", ""REVENGE"", ""TRAGEDY"", ""SWORDPLAY"", ""SAMURAI"", ""ANTI-HERO"", ""YOUKAI"", ""DISABILITY"", ""WAR"", ""MALE PROTAGONIST"", ""HISTORICAL"", ""RURAL"", ""EPISODIC"", ""GORE"", ""FEMALE PROTAGONIST"", ""BODY HORROR"", ""PHILOSOPHY"", ""SHOUNEN"", ""MARTIAL ARTS"", ""TRAVEL"", ""GHOST"", ""KUUDERE"", ""CANNIBALISM"", ""CROSSDRESSING""]","[""MAPPA"", ""TEZUKA PRODUCTIONS""]"
6,101348,TV,SUMMER,2019,24,"[""ACTION"", ""ADVENTURE"", ""DRAMA""]",MANGA,"[""VIKINGS"", ""REVENGE"", ""FOREIGN"", ""HISTORICAL"", ""MALE PROTAGONIST"", ""PHILOSOPHY"", ""WAR"", ""TRAGEDY"", ""COMING OF AGE"", ""SEINEN"", ""PRIMARILY MALE CAST"", ""POLITICS"", ""ANTI-HERO"", ""MILITARY"", ""SWORDPLAY"", ""PRIMARILY ADULT CAST"", ""GORE"", ""SURVIVAL"", ""CONSPIRACY"", ""SHIPS"", ""SLAVERY"", ""TIME SKIP"", ""PIRATES"", ""LANGUAGE BARRIER"", ""RELIGION"", ""CGI"", ""HETEROSEXUAL"", ""ARCHERY"", ""CULT"", ""ORPHAN"", ""SPEARPLAY""]","[""WIT STUDIO""]"
7,101351,TV,SUMMER,2018,12,"[""DRAMA"", ""HORROR"", ""MYSTERY"", ""PSYCHOLOGICAL"", ""ROMANCE""]",MANGA,"[""TRAGEDY"", ""YANDERE"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""CRIME"", ""AGE GAP"", ""YURI"", ""ANTI-HERO"", ""RAPE"", ""SUICIDE"", ""GORE"", ""URBAN"", ""AMNESIA"", ""WORK"", ""SHOUNEN"", ""DISSOCIATIVE IDENTITIES"", ""HYPERSEXUALITY"", ""SUMO""]","[""EZO\u2019LA""]"
7,101474,TV,SUMMER,2018,13,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""ANTI-HERO"", ""MAGIC"", ""SKELETON"", ""SUPER POWER"", ""WAR"", ""POLITICS"", ""DEMONS"", ""ENSEMBLE CAST"", ""VILLAINESS"", ""GOBLIN"", ""CGI"", ""SUCCUBUS"", ""KAIJU"", ""VAMPIRE"", ""TWINS"", ""YANDERE"", ""ARTIFICIAL INTELLIGENCE"", ""KUUDERE"", ""TIME MANIPULATION"", ""MONSTER GIRL""]","[""MADHOUSE""]"
6,101506,TV,FALL,2018,12,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""MAIDS"", ""AGE GAP"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""CUTE GIRLS DOING CUTE THINGS"", ""YURI"", ""TSUNDERE"", ""SEINEN"", ""FASHION"", ""MILITARY""]","[""DOGA KOBO""]"
10,101759,TV,WINTER,2019,12,"[""DRAMA"", ""FANTASY"", ""HORROR"", ""MYSTERY"", ""PSYCHOLOGICAL"", ""THRILLER""]",MANGA,"[""DYSTOPIAN"", ""SURVIVAL"", ""PRIMARILY CHILD CAST"", ""TRAGEDY"", ""DEMONS"", ""FEMALE PROTAGONIST"", ""COSMIC HORROR"", ""COMING OF AGE"", ""ENSEMBLE CAST"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""TANNED SKIN"", ""ORPHAN""]","[""CLOVERWORKS""]"
8,101921,TV,WINTER,2019,12,"[""COMEDY"", ""PSYCHOLOGICAL"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""TSUNDERE"", ""HETEROSEXUAL"", ""OJOU-SAMA"", ""SCHOOL CLUB"", ""PRIMARILY TEEN CAST"", ""PARODY"", ""SLAPSTICK"", ""EPISODIC"", ""FEMALE PROTAGONIST"", ""SCHOOL"", ""SEINEN"", ""MALE PROTAGONIST"", ""META"", ""PHILOSOPHY"", ""ROTOSCOPING"", ""NEKOMIMI""]","[""A-1 PICTURES""]"
10,101922,TV,SPRING,2019,26,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""SUPERNATURAL""]",MANGA,"[""DEMONS"", ""SHOUNEN"", ""PRIMARILY TEEN CAST"", ""SWORDPLAY"", ""MALE PROTAGONIST"", ""TRAGEDY"", ""MONSTER GIRL"", ""REVENGE"", ""ORPHAN"", ""CGI"", ""GORE"", ""PRIMARILY MALE CAST"", ""MYTHOLOGY"", ""COMING OF AGE"", ""SLAPSTICK"", ""ROTOSCOPING"", ""RURAL"", ""TRAVEL"", ""HISTORICAL"", ""SUPER POWER"", ""BODY HORROR"", ""CHIBI"", ""TIME SKIP""]","[""UFOTABLE""]"
3,101970,OVA,SUMMER,2018,6,"[""ECCHI""]",OTHER,"[""PRIMARILY FEMALE CAST"", ""POV"", ""EPISODIC"", ""NUN"", ""MAIDS"", ""SHRINE MAIDEN"", ""SCHOOL"", ""IDOL""]","[""UWAN PICTURES""]"
4,102351,TV,FALL,2018,12,"[""ACTION"", ""HORROR"", ""MYSTERY"", ""PSYCHOLOGICAL"", ""SUPERNATURAL""]",MANGA,"[""DISSOCIATIVE IDENTITIES"", ""TIME SKIP"", ""GORE"", ""URBAN FANTASY"", ""SHOUNEN"", ""TIME MANIPULATION"", ""BODY HORROR"", ""DRAGONS"", ""CGI"", ""TRANSGENDER""]","[""STUDIO PIERROT"", ""STUDIO SIGNPOST""]"
7,102649,MOVIE,WINTER,2019,1,"[""ACTION"", ""PSYCHOLOGICAL"", ""SCI-FI"", ""THRILLER""]",ORIGINAL,"[""CYBERPUNK"", ""POLICE"", ""DYSTOPIAN"", ""FEMALE PROTAGONIST"", ""CRIME"", ""PRIMARILY ADULT CAST"", ""CONSPIRACY"", ""GORE"", ""URBAN"", ""DETECTIVE"", ""CGI""]","[""PRODUCTION I.G""]"
8,102883,TV,FALL,2018,39,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""MYSTERY"", ""SUPERNATURAL""]",MANGA,"[""SUPER POWER"", ""MAFIA"", ""GANGS"", ""MALE PROTAGONIST"", ""PRIMARILY MALE CAST"", ""URBAN FANTASY"", ""FOREIGN"", ""ENSEMBLE CAST"", ""FUGITIVE"", ""SHOUNEN"", ""TRAVEL"", ""CRIME"", ""TIME MANIPULATION"", ""TRAGEDY"", ""DISSOCIATIVE IDENTITIES"", ""GUNS"", ""GORE"", ""DRUGS"", ""URBAN"", ""BODY HORROR"", ""BODY SWAPPING"", ""TRAINS"", ""ANIMALS"", ""POLICE"", ""ALIENS"", ""DISABILITY"", ""ZOMBIE"", ""TIME SKIP""]","[""DAVID PRODUCTION""]"
9,102976,MOVIE,SUMMER,2019,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""SUPERNATURAL""]",LIGHT_NOVEL,"[""SATIRE"", ""ISEKAI"", ""PARODY"", ""MAGIC"", ""MALE PROTAGONIST"", ""CHUUNIBYOU"", ""AFTERLIFE"", ""PRIMARILY FEMALE CAST"", ""DEMONS"", ""GODS"", ""TRANSGENDER"", ""MASOCHISM"", ""TANNED SKIN"", ""GOBLIN"", ""LGBTQ+ THEMES"", ""DULLAHAN""]","[""J.C. STAFF""]"
8,102977,TV,FALL,2018,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY""]",MANGA,"[""HISTORICAL"", ""SEINEN"", ""MILITARY"", ""CRIME"", ""PRIMARILY ADULT CAST"", ""SURVIVAL"", ""ANTI-HERO"", ""ENSEMBLE CAST"", ""PRIMARILY MALE CAST"", ""FOOD"", ""GUNS"", ""EDUCATIONAL"", ""LANGUAGE BARRIER"", ""GORE"", ""FUGITIVE"", ""ANIMALS"", ""GENDER BENDING"", ""MALE PROTAGONIST"", ""ARCHERY"", ""NUDITY"", ""TRANSGENDER""]","[""GENO STUDIO""]"
6,103139,TV,WINTER,2019,12,"[""DRAMA"", ""ECCHI"", ""ROMANCE""]",MANGA,"[""INSEKI"", ""LOVE TRIANGLE"", ""MALE PROTAGONIST"", ""FAMILY LIFE"", ""TEACHER"", ""AGE GAP"", ""FEMALE HAREM"", ""TRAGEDY"", ""HETEROSEXUAL"", ""SCHOOL"", ""NUDITY"", ""NETORARE"", ""SHOUNEN"", ""SCHOOL CLUB""]","[""DIOMED\u00c9A""]"
5,103256,OVA,SUMMER,2018,1,"[""COMEDY"", ""ROMANCE"", ""SLICE OF LIFE""]",VISUAL_NOVEL,"[""NEKOMIMI"", ""KEMONOMIMI"", ""MALE PROTAGONIST"", ""CUTE GIRLS DOING CUTE THINGS"", ""FAMILY LIFE"", ""KUUDERE"", ""PRIMARILY FEMALE CAST"", ""FEMALE HAREM"", ""FISHING""]","[""FELIX FILM""]"
8,103275,TV,FALL,2019,21,"[""ACTION"", ""ADVENTURE"", ""FANTASY"", ""SUPERNATURAL""]",VIDEO_GAME,"[""MYTHOLOGY"", ""MAGIC"", ""TIME MANIPULATION"", ""GODS"", ""HISTORICAL"", ""TRAGEDY"", ""ANACHRONISM"", ""REINCARNATION"", ""MALE PROTAGONIST"", ""DISSOCIATIVE IDENTITIES"", ""GORE"", ""ISEKAI"", ""CGI"", ""AGENDER"", ""TSUNDERE"", ""META"", ""TOMBOY"", ""VILLAINESS""]","[""CLOVERWORKS""]"
5,103632,TV,WINTER,2021,24,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""MYSTERY""]",LIGHT_NOVEL,"[""ISEKAI"", ""REINCARNATION"", ""ACHRONOLOGICAL ORDER"", ""FEMALE PROTAGONIST"", ""MAGIC"", ""ANTI-HERO"", ""CGI"", ""MONSTER GIRL"", ""WAR"", ""CONSPIRACY"", ""POST-APOCALYPTIC"", ""TIME SKIP"", ""DUNGEON"", ""GORE"", ""DISSOCIATIVE IDENTITIES"", ""DEMONS"", ""CANNIBALISM"", ""GENDER BENDING"", ""VAMPIRE"", ""FULL CGI""]","[""MILLEPENSEE"", ""EXSA""]"
6,104159,TV,FALL,2019,12,"[""ACTION"", ""ECCHI"", ""SCI-FI""]",VIDEO_GAME,"[""SHIPS"", ""PRIMARILY FEMALE CAST"", ""MILITARY"", ""WAR"", ""FEMALE PROTAGONIST"", ""CUTE GIRLS DOING CUTE THINGS"", ""ENSEMBLE CAST"", ""ALIENS"", ""MAIDS"", ""YURI"", ""NUDITY"", ""CGI"", ""KUUDERE""]","[""BIBURY ANIMATION STUDIOS""]"
7,104276,TV,FALL,2019,25,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SUPERHERO"", ""SUPER POWER"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""CRIME"", ""ENSEMBLE CAST"", ""POLICE"", ""GANGS"", ""SCHOOL"", ""URBAN FANTASY"", ""YAKUZA"", ""PRIMARILY MALE CAST"", ""CULTIVATION"", ""PRIMARILY TEEN CAST"", ""TERRORISM"", ""TRAGEDY"", ""DRUGS"", ""ESPIONAGE"", ""BAND"", ""HETEROSEXUAL"", ""DELINQUENTS"", ""NUDITY"", ""FEMALE PROTAGONIST"", ""LGBTQ+ THEMES"", ""GORE"", ""VILLAINESS"", ""TOMBOY"", ""BAR""]","[""BONES""]"
7,104307,OVA,WINTER,2019,3,"[""COMEDY"", ""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""VIDEO GAMES"", ""FULL CGI"", ""LOVE TRIANGLE"", ""MALE PROTAGONIST"", ""HETEROSEXUAL"", ""PRIMARILY TEEN CAST"", ""TSUNDERE"", ""SEINEN"", ""SLAPSTICK"", ""URBAN"", ""PRIMARILY CHILD CAST""]","[""J.C. STAFF"", ""SHOGAKUKAN MUSIC & DIGITAL ENTERTAINMENT""]"
7,104382,MOVIE,WINTER,2019,1,"[""ACTION"", ""PSYCHOLOGICAL"", ""SCI-FI"", ""THRILLER""]",ORIGINAL,"[""POLICE"", ""CYBERPUNK"", ""MILITARY"", ""CONSPIRACY"", ""GUNS"", ""REVENGE"", ""GORE"", ""TRAGEDY"", ""DETECTIVE"", ""AVIATION"", ""TANKS"", ""PRIMARILY ADULT CAST""]","[""PRODUCTION I.G""]"
9,104459,TV,WINTER,2021,13,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""OUTDOOR"", ""IYASHIKEI"", ""CUTE GIRLS DOING CUTE THINGS"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""FOOD"", ""EDUCATIONAL"", ""PRIMARILY TEEN CAST"", ""KUUDERE"", ""SEINEN"", ""RURAL"", ""SCHOOL CLUB"", ""MOPEDS"", ""ENSEMBLE CAST"", ""COMING OF AGE"", ""MOTORCYCLES""]","[""C-STATION""]"
8,104578,TV,SPRING,2019,10,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""MYSTERY""]",MANGA,"[""KAIJU"", ""DYSTOPIAN"", ""MILITARY"", ""CONSPIRACY"", ""TRAGEDY"", ""SURVIVAL"", ""SHOUNEN"", ""MEMORY MANIPULATION"", ""SUPER POWER"", ""SHAPESHIFTING"", ""MALE PROTAGONIST"", ""ESPIONAGE"", ""WAR"", ""GORE"", ""PHILOSOPHY"", ""VORE"", ""MYTHOLOGY"", ""ANTI-HERO"", ""CGI"", ""PRIMARILY MALE CAST"", ""KUUDERE"", ""PRIMARILY ADULT CAST"", ""SWORDPLAY"", ""DISSOCIATIVE IDENTITIES""]","[""WIT STUDIO""]"
4,104679,TV,FALL,2019,12,"[""COMEDY"", ""SLICE OF LIFE"", ""SPORTS""]",MANGA,"[""SCHOOL CLUB"", ""GUNS"", ""CUTE GIRLS DOING CUTE THINGS"", ""PRIMARILY FEMALE CAST"", ""SEINEN"", ""FEMALE PROTAGONIST"", ""AIRSOFT"", ""SCHOOL"", ""EDUCATIONAL"", ""CGI"", ""META""]","[""STUDIO 3HZ""]"
4,104722,TV,FALL,2019,12,"[""ACTION"", ""COMEDY"", ""DRAMA"", ""FANTASY"", ""MYSTERY"", ""ROMANCE""]",LIGHT_NOVEL,"[""MAGIC"", ""ASSASSINS"", ""MALE PROTAGONIST"", ""AGE GAP"", ""VAMPIRE"", ""BULLYING"", ""STEAMPUNK"", ""FEMALE PROTAGONIST"", ""FEMALE HAREM"", ""BODY HORROR"", ""BATTLE ROYALE"", ""SWORDPLAY""]","[""EMT SQUARED""]"
4,104723,TV,SUMMER,2019,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""ECCHI"", ""FANTASY""]",LIGHT_NOVEL,"[""VIRTUAL WORLD"", ""ISEKAI"", ""VIDEO GAMES"", ""MILF"", ""PARODY"", ""PRIMARILY FEMALE CAST"", ""LOVE TRIANGLE"", ""FAMILY LIFE"", ""FEMALE HAREM"", ""DRAGONS"", ""YANDERE""]","[""J.C. STAFF""]"
8,104990,MOVIE,WINTER,2019,1,"[""ACTION"", ""PSYCHOLOGICAL"", ""SCI-FI"", ""THRILLER""]",ORIGINAL,"[""CYBERPUNK"", ""FOREIGN"", ""RURAL"", ""CGI"", ""DETECTIVE"", ""CONSPIRACY"", ""DYSTOPIAN"", ""NUDITY"", ""FUGITIVE"", ""PRIMARILY ADULT CAST""]","[""PRODUCTION I.G""]"
7,105143,MOVIE,SUMMER,2019,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""FANTASY""]",MANGA,"[""ENSEMBLE CAST"", ""PIRATES"", ""SUPER POWER"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""PRIMARILY ADULT CAST"", ""KAIJU"", ""SHIPS"", ""SKELETON"", ""KUUDERE""]","[""TOEI ANIMATION""]"
8,105156,TV,FALL,2019,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""PARODY"", ""MAGIC"", ""TRAGEDY"", ""GODS"", ""CULTIVATION"", ""MALE PROTAGONIST"", ""ANTI-HERO"", ""DEMONS"", ""REINCARNATION"", ""TOMBOY"", ""GORE"", ""DRAGONS"", ""SHAPESHIFTING"", ""META"", ""NUDITY"", ""AGE REGRESSION""]","[""WHITE FOX""]"
7,105228,TV,WINTER,2020,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""HORROR"", ""MYSTERY""]",MANGA,"[""FULL CGI"", ""MONSTER BOY"", ""MAGIC"", ""AMNESIA"", ""CGI"", ""GORE"", ""ENSEMBLE CAST"", ""SURREAL COMEDY"", ""BODY HORROR"", ""SEINEN"", ""ANTI-HERO"", ""PRIMARILY ADULT CAST"", ""DEMONS"", ""VORE"", ""BODY SWAPPING"", ""FOOD"", ""DRUGS"", ""BASEBALL"", ""POST-APOCALYPTIC"", ""ZOMBIE""]","[""MAPPA""]"
8,105310,TV,SUMMER,2019,24,"[""ACTION"", ""DRAMA"", ""SCI-FI"", ""SUPERNATURAL""]",MANGA,"[""FIREFIGHTERS"", ""SUPER POWER"", ""SHOUNEN"", ""CONSPIRACY"", ""DEMONS"", ""MALE PROTAGONIST"", ""CULT"", ""POST-APOCALYPTIC"", ""DYSTOPIAN"", ""RELIGION"", ""ENSEMBLE CAST"", ""TRAGEDY"", ""SLAPSTICK"", ""NUDITY"", ""BULLYING"", ""NUN"", ""LOST CIVILIZATION"", ""TANNED SKIN"", ""TIME MANIPULATION"", ""CHUUNIBYOU"", ""SWORDPLAY"", ""GUNS"", ""NEKOMIMI"", ""MASOCHISM"", ""URBAN FANTASY""]","[""DAVID PRODUCTION""]"
10,105333,TV,SUMMER,2019,24,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""POST-APOCALYPTIC"", ""SURVIVAL"", ""LOST CIVILIZATION"", ""EDUCATIONAL"", ""TIME SKIP"", ""MALE PROTAGONIST"", ""SHOUNEN"", ""ENVIRONMENTAL"", ""ENSEMBLE CAST"", ""PRIMARILY TEEN CAST"", ""PRIMARILY MALE CAST"", ""ESPIONAGE"", ""ASEXUAL"", ""TOMBOY"", ""SPEARPLAY""]","[""TMS ENTERTAINMENT""]"
7,105662,SPECIAL,WINTER,2019,1,"[""ACTION"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""EDUCATIONAL"", ""WORK"", ""ENSEMBLE CAST"", ""SLAPSTICK"", ""MALE PROTAGONIST"", ""SHOUNEN"", ""PRIMARILY ADULT CAST""]","[""DAVID PRODUCTION""]"
7,106479,TV,WINTER,2020,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""SLICE OF LIFE""]",LIGHT_NOVEL,"[""VIDEO GAMES"", ""VIRTUAL WORLD"", ""FEMALE PROTAGONIST"", ""CUTE GIRLS DOING CUTE THINGS"", ""HENSHIN"", ""PARODY"", ""PRIMARILY FEMALE CAST"", ""MAGIC"", ""ANIMALS"", ""BATTLE ROYALE"", ""MONSTER GIRL"", ""ISEKAI"", ""SWIMMING"", ""TWINS"", ""SAMURAI"", ""EPISODIC"", ""STEAMPUNK"", ""CGI"", ""FISHING"", ""ROBOTS"", ""GODS"", ""PRIMARILY TEEN CAST""]","[""SILVER LINK.""]"
8,106509,OVA,SUMMER,2019,5,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""ECCHI"", ""FANTASY""]",MANGA,"[""REINCARNATION"", ""ISEKAI"", ""SHOUNEN"", ""MONSTER GIRL"", ""MAGIC"", ""SUMO"", ""FEMALE HAREM"", ""GOBLIN"", ""ENSEMBLE CAST"", ""HENSHIN"", ""DEMONS"", ""ALTERNATE UNIVERSE"", ""SCHOOL"", ""MONSTER BOY"", ""MALE PROTAGONIST""]","[""8-BIT""]"
6,107226,TV,SUMMER,2019,12,"[""COMEDY"", ""ECCHI"", ""SLICE OF LIFE"", ""SPORTS""]",MANGA,"[""FITNESS"", ""SHOUNEN"", ""URBAN"", ""BOXING"", ""ATHLETICS"", ""EDUCATIONAL"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""EPISODIC"", ""TOMBOY"", ""GYARU"", ""CUTE GIRLS DOING CUTE THINGS"", ""META"", ""TANNED SKIN"", ""PARODY"", ""TEACHER"", ""FOOD"", ""SCHOOL"", ""NUDITY"", ""COSPLAY""]","[""DOGA KOBO""]"
6,107339,TV,FALL,2019,12,"[""COMEDY"", ""FANTASY"", ""SLICE OF LIFE""]",MANGA,"[""ISEKAI"", ""KEMONOMIMI"", ""WRESTLING"", ""ANIMALS"", ""DRAGONS"", ""PARODY"", ""VAMPIRE"", ""WORK"", ""REINCARNATION"", ""FEMALE HAREM"", ""VIDEO GAMES"", ""ANTHROPOMORPHISM""]","[""ENGI""]"
7,107625,MOVIE,SUMMER,2021,1,"[""ROMANCE"", ""SLICE OF LIFE""]",ORIGINAL,"[""COMING OF AGE"", ""HETEROSEXUAL"", ""PRIMARILY TEEN CAST"", ""CALLIGRAPHY"", ""FEMALE PROTAGONIST"", ""MALE PROTAGONIST"", ""CLASSIC LITERATURE"", ""PHILOSOPHY"", ""CGI"", ""DELINQUENTS""]","[""SIGNAL.MD"", ""SUBLIMATION""]"
7,107717,TV,SUMMER,2021,12,"[""COMEDY"", ""FANTASY"", ""SLICE OF LIFE""]",MANGA,"[""DRAGONS"", ""FEMALE PROTAGONIST"", ""MONSTER GIRL"", ""FAMILY LIFE"", ""PRIMARILY FEMALE CAST"", ""MAIDS"", ""CUTE GIRLS DOING CUTE THINGS"", ""LARGE BREASTS"", ""MAGIC"", ""FOUND FAMILY"", ""SEINEN"", ""NUDITY"", ""YURI"", ""WORK"", ""PHILOSOPHY"", ""OTAKU CULTURE"", ""OFFICE LADY"", ""OUTDOOR"", ""PARODY"", ""GENDER BENDING"", ""KEMONOMIMI"", ""FOREIGN"", ""FOOTBALL"", ""URBAN FANTASY""]","[""KYOTO ANIMATION""]"
6,108307,TV,FALL,2019,8,"[""ACTION"", ""PSYCHOLOGICAL"", ""SCI-FI"", ""THRILLER""]",ORIGINAL,"[""DETECTIVE"", ""POLICE"", ""CRIME"", ""CYBERPUNK"", ""DYSTOPIAN"", ""URBAN"", ""PHILOSOPHY"", ""ECONOMICS"", ""CONSPIRACY"", ""AUGMENTED REALITY"", ""CULT"", ""POLITICS"", ""GUNS"", ""EPISODIC"", ""ACHRONOLOGICAL ORDER"", ""FOREIGN"", ""TOMBOY""]","[""PRODUCTION I.G""]"
8,108465,TV,WINTER,2021,11,"[""ADVENTURE"", ""DRAMA"", ""ECCHI"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""REINCARNATION"", ""MAGIC"", ""MALE PROTAGONIST"", ""COMING OF AGE"", ""REHABILITATION"", ""AGE REGRESSION"", ""FAMILY LIFE"", ""HIKIKOMORI"", ""FEMALE HAREM"", ""TSUNDERE"", ""TEACHER"", ""LANGUAGE BARRIER"", ""OJOU-SAMA"", ""SWORDPLAY"", ""TIME SKIP"", ""TRAVEL"", ""DEMONS"", ""GODS"", ""BULLYING"", ""HETEROSEXUAL"", ""TOMBOY"", ""KEMONOMIMI"", ""NEKOMIMI"", ""TRAGEDY"", ""ANTI-HERO"", ""POLITICS"", ""WITCH"", ""GORE"", ""MAIDS"", ""ELF"", ""KUUDERE"", ""MASTURBATION"", ""DRAGONS"", ""SLAVERY""]","[""STUDIO BIND""]"
8,108478,TV,FALL,2019,12,"[""ACTION"", ""DRAMA"", ""SCI-FI""]",MANGA,"[""DYSTOPIAN"", ""GUNS"", ""CRIME"", ""NOIR"", ""MALE PROTAGONIST"", ""SEINEN"", ""CYBERPUNK"", ""CYBORG"", ""URBAN"", ""POLICE"", ""AMNESIA"", ""TRAINS"", ""CGI"", ""DISABILITY""]","[""MADHOUSE""]"
8,108511,TV,WINTER,2021,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY""]",LIGHT_NOVEL,"[""REINCARNATION"", ""ISEKAI"", ""MAGIC"", ""WAR"", ""DEMONS"", ""POLITICS"", ""TRAGEDY"", ""SUPER POWER"", ""REVENGE"", ""SHAPESHIFTING"", ""MALE PROTAGONIST"", ""MONSTER GIRL"", ""MONSTER BOY"", ""AGENDER"", ""DRAGONS"", ""GOBLIN"", ""ANTI-HERO"", ""FEMALE HAREM"", ""GENDER BENDING"", ""NINJA"", ""CLONE""]","[""8-BIT""]"
7,108581,TV,FALL,2019,9,"[""COMEDY"", ""DRAMA"", ""ROMANCE""]",MANGA,"[""VIDEO GAMES"", ""COMING OF AGE"", ""PRIMARILY TEEN CAST"", ""FULL CGI"", ""LOVE TRIANGLE"", ""URBAN"", ""TSUNDERE"", ""SEINEN"", ""HETEROSEXUAL"", ""MOPEDS"", ""SLAPSTICK"", ""PRIMARILY CHILD CAST"", ""ACHRONOLOGICAL ORDER""]","[""J.C. STAFF"", ""SHOGAKUKAN MUSIC & DIGITAL ENTERTAINMENT""]"
8,108617,TV,WINTER,2020,12,"[""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""SLICE OF LIFE""]",MANGA,"[""ADOPTION"", ""FEMALE PROTAGONIST"", ""FAMILY LIFE"", ""LOST CIVILIZATION"", ""SURVIVAL"", ""IYASHIKEI"", ""DEMONS"", ""MALE PROTAGONIST"", ""YOUKAI"", ""SEINEN"", ""WITCH"", ""CGI"", ""ELF"", ""DISABILITY"", ""ORPHAN"", ""TRAVEL""]","[""SATELIGHT"", ""HORNETS""]"
